"","year","state","class","export","import","export_share","import_share"
"1054","2017","Alaska","Metals",0,17.32,"0.00%","1.00%"
"1055","2017","Alaska","Mineral Products",2085.23,738.3,"42.19%","42.63%"
"1056","2017","Alaska","Miscellaneous",3.86,3.24,"0.08%","0.19%"
"1057","2017","Alaska","Top 25",4669.44,1232.5,"94.48%","71.17%"
"1058","2017","Alaska","Wood & Wood Products",70.37,0,"1.42%","0.00%"
"1059","2017","Alaska","World",4942.47,1731.74,"100.00%","100.00%"
"1060","2017","Arizona","Chemicals & Allied Industries",358.09,0,"1.71%","0.00%"
"1061","2017","Arizona","Food and live animals",0,1500.56,"0.00%","7.30%"
"1062","2017","Arizona","Machinery /Electrical/ Transportation",6639.77,4536.91,"31.74%","22.08%"
"1063","2017","Arizona","Metals",0,228.07,"0.00%","1.11%"
"1064","2017","Arizona","Mineral Products",1355.15,42.59,"6.48%","0.21%"
"1065","2017","Arizona","Miscellaneous",1001.64,50.78,"4.79%","0.25%"
"1066","2017","Arizona","Plastics / Rubbers",153.22,0,"0.73%","0.00%"
"1067","2017","Arizona","Textiles",144.69,0,"0.69%","0.00%"
"1068","2017","Arizona","Top 25",9652.53,6358.91,"46.15%","30.95%"
"1069","2017","Arizona","World",20916.89,20546.6,"100.00%","100.00%"
"1070","2017","Arkansas","Chemicals & Allied Industries",153.08,0,"2.46%","0.00%"
"1071","2017","Arkansas","Food and live animals",809.12,0,"12.98%","0.00%"
"1072","2017","Arkansas","Footwear / Headgear",0,451.63,"0.00%","4.86%"
"1073","2017","Arkansas","Machinery /Electrical/ Transportation",1836.69,2034.01,"29.46%","21.89%"
"1074","2017","Arkansas","Metals",36.9,17.34,"0.59%","0.19%"
"1075","2017","Arkansas","Miscellaneous",78.96,633.41,"1.27%","6.82%"
"1076","2017","Arkansas","Plastics / Rubbers",189.71,34.49,"3.04%","0.37%"
"1077","2017","Arkansas","Textiles",63.08,164.86,"1.01%","1.77%"
"1078","2017","Arkansas","Top 25",3468.07,3335.71,"55.63%","35.89%"
"1079","2017","Arkansas","Wood & Wood Products",300.53,0,"4.82%","0.00%"
"1080","2017","Arkansas","World",6234.39,9293.93,"100.00%","100.00%"
"1081","2017","California","Chemicals & Allied Industries",3317.37,0,"1.93%","0.00%"
"1082","2017","California","Food and live animals",5656.17,0,"3.29%","0.00%"
"1083","2017","California","Machinery /Electrical/ Transportation",38806.23,174752.02,"22.56%","39.66%"
"1084","2017","California","Metals",1076.8,0,"0.63%","0.00%"
"1085","2017","California","Mineral Products",2457.23,22704.57,"1.43%","5.15%"
"1086","2017","California","Miscellaneous",3086.82,7077.4,"1.79%","1.61%"
"1087","2017","California","Stone / Glass",5731.96,0,"3.33%","0.00%"
"1088","2017","California","Top 25",60132.58,204533.98,"34.96%","46.42%"
"1089","2017","California","World",172012.42,440576.22,"100.00%","100.00%"
"1090","2017","Colorado","Chemicals & Allied Industries",156.93,219.44,"1.95%","1.69%"
"1091","2017","Colorado","Food and live animals",1041.65,0,"12.93%","0.00%"
"1092","2017","Colorado","Machinery /Electrical/ Transportation",997.99,2462.32,"12.39%","19.01%"
"1093","2017","Colorado","Metals",83.7,0,"1.04%","0.00%"
"1094","2017","Colorado","Mineral Products",85.25,2050.28,"1.06%","15.83%"
"1095","2017","Colorado","Miscellaneous",614.43,902.04,"7.63%","6.96%"
"1096","2017","Colorado","Plastics / Rubbers",65.45,207.19,"0.81%","1.60%"
"1097","2017","Colorado","Raw Hides, Skins, Leather, & Furs",157.36,0,"1.95%","0.00%"
"1098","2017","Colorado","Top 25",3202.75,6023.23,"39.77%","46.50%"
"1099","2017","Colorado","Wood & Wood Products",0,181.96,"0.00%","1.40%"
"1100","2017","Colorado","World",8054.12,12953.98,"100.00%","100.00%"
"1101","2017","Connecticut","Chemicals & Allied Industries",210.8,14.78,"1.43%","0.08%"
"1102","2017","Connecticut","Food and live animals",57.63,318.16,"0.39%","1.70%"
"1103","2017","Connecticut","Footwear / Headgear",0,133.47,"0.00%","0.71%"
"1104","2017","Connecticut","Machinery /Electrical/ Transportation",6894.35,1829.99,"46.63%","9.80%"
"1105","2017","Connecticut","Metals",34.91,1567.24,"0.24%","8.39%"
"1106","2017","Connecticut","Mineral Products",78.05,666.09,"0.53%","3.57%"
"1107","2017","Connecticut","Miscellaneous",562.99,260.23,"3.81%","1.39%"
"1108","2017","Connecticut","Stone / Glass",0,1407.43,"0.00%","7.54%"
"1109","2017","Connecticut","Top 25",7838.75,6280.07,"53.02%","33.63%"
"1110","2017","Connecticut","Wood & Wood Products",0,82.71,"0.00%","0.44%"
"1111","2017","Connecticut","World",14783.75,18673.75,"100.00%","100.00%"
"1112","2017","Delaware","Chemicals & Allied Industries",764.13,2249.68,"16.74%","29.33%"
"1113","2017","Delaware","Food and live animals",216.33,491.55,"4.74%","6.41%"
"1114","2017","Delaware","Machinery /Electrical/ Transportation",1188.83,303.15,"26.04%","3.95%"
"1115","2017","Delaware","Metals",0,38.13,"0.00%","0.50%"
"1116","2017","Delaware","Mineral Products",200.84,2220.89,"4.40%","28.96%"
"1117","2017","Delaware","Miscellaneous",325.54,71.58,"7.13%","0.93%"
"1118","2017","Delaware","Plastics / Rubbers",243.19,123.79,"5.33%","1.61%"
"1119","2017","Delaware","Stone / Glass",0,39.24,"0.00%","0.51%"
"1120","2017","Delaware","Textiles",24.31,0,"0.53%","0.00%"
"1121","2017","Delaware","Top 25",2963.17,5538.01,"64.90%","72.21%"
"1122","2017","Delaware","World",4565.61,7669.38,"100.00%","100.00%"
"1123","2017","District of Columbia","Chemicals & Allied Industries",0,0.53,"0.00%","0.11%"
"1124","2017","District of Columbia","Food and live animals",0,96.68,"0.00%","20.12%"
"1125","2017","District of Columbia","Machinery /Electrical/ Transportation",735.75,36.14,"49.61%","7.52%"
"1126","2017","District of Columbia","Metals",0,8.6,"0.00%","1.79%"
"1127","2017","District of Columbia","Miscellaneous",498.76,47.01,"33.63%","9.78%"
"1128","2017","District of Columbia","Top 25",1238,195.93,"83.47%","40.77%"
"1129","2017","District of Columbia","Transportation",3.5,0,"0.24%","0.00%"
"1130","2017","District of Columbia","Wood & Wood Products",0,6.99,"0.00%","1.45%"
"1131","2017","District of Columbia","World",1483.08,480.52,"100.00%","100.00%"
"1132","2017","Florida","Chemicals & Allied Industries",2365.77,878.22,"4.31%","1.17%"
"1133","2017","Florida","Food and live animals",0,3376.72,"0.00%","4.48%"
"1134","2017","Florida","Machinery /Electrical/ Transportation",14222.86,10286.3,"25.90%","13.65%"
"1135","2017","Florida","Metals",0,762.6,"0.00%","1.01%"
"1136","2017","Florida","Mineral Products",0,1965.65,"0.00%","2.61%"
"1137","2017","Florida","Miscellaneous",1299.49,576.59,"2.37%","0.77%"
"1138","2017","Florida","Plastics / Rubbers",531.45,0,"0.97%","0.00%"
"1139","2017","Florida","Stone / Glass",2649.03,3690.23,"4.82%","4.90%"
"1140","2017","Florida","Top 25",22159.35,22726.39,"40.35%","30.16%"
"1141","2017","Florida","Transportation",560.33,634.3,"1.02%","0.84%"
"1142","2017","Florida","Wood & Wood Products",530.44,555.78,"0.97%","0.74%"
"1143","2017","Florida","World",54914.29,75360.19,"100.00%","100.00%"
"1144","2017","Georgia","Chemicals & Allied Industries",268.61,3740.6,"0.72%","4.09%"
"1145","2017","Georgia","Food and live animals",1063.45,54.1,"2.86%","0.06%"
"1146","2017","Georgia","Machinery /Electrical/ Transportation",10462.44,23039.55,"28.11%","25.21%"
"1147","2017","Georgia","Metals",0,1053.82,"0.00%","1.15%"
"1148","2017","Georgia","Mineral Products",478.99,0,"1.29%","0.00%"
"1149","2017","Georgia","Miscellaneous",752.81,2465.3,"2.02%","2.70%"
"1150","2017","Georgia","Plastics / Rubbers",224.97,1751.78,"0.60%","1.92%"
"1151","2017","Georgia","Textiles",761.3,0,"2.05%","0.00%"
"1152","2017","Georgia","Top 25",16543.28,32105.17,"44.44%","35.13%"
"1153","2017","Georgia","Wood & Wood Products",2530.69,0,"6.80%","0.00%"
"1154","2017","Georgia","World",37223.84,91390.54,"100.00%","100.00%"
"1155","2017","Hawaii","Chemicals & Allied Industries",3,0,"0.31%","0.00%"
"1156","2017","Hawaii","Food and live animals",109.38,77.05,"11.48%","2.02%"
"1157","2017","Hawaii","Machinery /Electrical/ Transportation",67.86,411.94,"7.13%","10.81%"
"1158","2017","Hawaii","Metals",49.56,0,"5.20%","0.00%"
"1159","2017","Hawaii","Mineral Products",264.16,2380.66,"27.74%","62.49%"
"1160","2017","Hawaii","Miscellaneous",12.38,53.76,"1.30%","1.41%"
"1161","2017","Hawaii","Raw Hides, Skins, Leather, & Furs",0,8.35,"0.00%","0.22%"
"1162","2017","Hawaii","Stone / Glass",3.01,21.07,"0.32%","0.55%"
"1163","2017","Hawaii","Top 25",514.88,2952.86,"54.06%","77.51%"
"1164","2017","Hawaii","Wood & Wood Products",5.53,0,"0.58%","0.00%"
"1165","2017","Hawaii","World",952.42,3809.78,"100.00%","100.00%"
"1166","2017","Idaho","Chemicals & Allied Industries",236.51,98.38,"6.12%","1.74%"
"1167","2017","Idaho","Food and live animals",251.58,142.75,"6.51%","2.53%"
"1168","2017","Idaho","Machinery /Electrical/ Transportation",1372.89,3361.38,"35.53%","59.55%"
"1169","2017","Idaho","Mineral Products",50.69,167.46,"1.31%","2.97%"
"1170","2017","Idaho","Miscellaneous",236.69,51.25,"6.13%","0.91%"
"1171","2017","Idaho","Stone / Glass",68.06,24.15,"1.76%","0.43%"
"1172","2017","Idaho","Top 25",2279.97,4042.79,"59.00%","71.62%"
"1173","2017","Idaho","Wood & Wood Products",63.57,197.44,"1.65%","3.50%"
"1174","2017","Idaho","World",3864.1,5644.41,"100.00%","100.00%"
"1175","2017","Illinois","Chemicals & Allied Industries",2914.87,3502.75,"4.47%","2.57%"
"1176","2017","Illinois","Food and live animals",3011.24,2833.62,"4.62%","2.08%"
"1177","2017","Illinois","Machinery /Electrical/ Transportation",12045.82,33699.02,"18.48%","24.76%"
"1178","2017","Illinois","Metals",0,1835.12,"0.00%","1.35%"
"1179","2017","Illinois","Mineral Products",2956.94,21507.24,"4.54%","15.80%"
"1180","2017","Illinois","Miscellaneous",1091.79,1118.43,"1.67%","0.82%"
"1181","2017","Illinois","Plastics / Rubbers",0,1019.39,"0.00%","0.75%"
"1182","2017","Illinois","Top 25",22020.66,65515.59,"33.78%","48.14%"
"1183","2017","Illinois","World",65186.97,136098.87,"100.00%","100.00%"
"1184","2017","Indiana","Chemicals & Allied Industries",6317.65,12302.88,"16.74%","22.59%"
"1185","2017","Indiana","Machinery /Electrical/ Transportation",11194.75,5461.6,"29.67%","10.03%"
"1186","2017","Indiana","Metals",0,176.81,"0.00%","0.32%"
"1187","2017","Indiana","Mineral Products",546.74,0,"1.45%","0.00%"
"1188","2017","Indiana","Miscellaneous",1963.69,1722.02,"5.20%","3.16%"
"1189","2017","Indiana","Top 25",20250.22,19663.3,"53.66%","36.10%"
"1190","2017","Indiana","Wood & Wood Products",227.4,0,"0.60%","0.00%"
"1191","2017","Indiana","World",37737.14,54468.94,"100.00%","100.00%"
"1192","2017","Iowa","Chemicals & Allied Industries",570.49,617.24,"4.26%","6.73%"
"1193","2017","Iowa","Food and live animals",3787.73,212.71,"28.27%","2.32%"
"1194","2017","Iowa","Machinery /Electrical/ Transportation",1853.58,1408.52,"13.83%","15.37%"
"1195","2017","Iowa","Metals",207.4,347.02,"1.55%","3.79%"
"1196","2017","Iowa","Mineral Products",155.47,158.38,"1.16%","1.73%"
"1197","2017","Iowa","Miscellaneous",0,189.54,"0.00%","2.07%"
"1198","2017","Iowa","Plastics / Rubbers",0,72.52,"0.00%","0.79%"
"1199","2017","Iowa","Top 25",6574.64,3005.92,"49.07%","32.79%"
"1200","2017","Iowa","World",13399,9166.06,"100.00%","100.00%"
"1201","2017","Kansas","Chemicals & Allied Industries",107.71,56.09,"0.96%","0.52%"
"1202","2017","Kansas","Food and live animals",3012.7,158.71,"26.80%","1.47%"
"1203","2017","Kansas","Footwear / Headgear",0,832.36,"0.00%","7.71%"
"1204","2017","Kansas","Machinery /Electrical/ Transportation",3134.29,2691.18,"27.88%","24.94%"
"1205","2017","Kansas","Metals",80.32,133.75,"0.71%","1.24%"
"1206","2017","Kansas","Miscellaneous",152.71,46.2,"1.36%","0.43%"
"1207","2017","Kansas","Plastics / Rubbers",106.3,0,"0.95%","0.00%"
"1208","2017","Kansas","Raw Hides, Skins, Leather, & Furs",207.73,0,"1.85%","0.00%"
"1209","2017","Kansas","Top 25",6801.77,3974.64,"60.50%","36.84%"
"1210","2017","Kansas","Wood & Wood Products",0,56.34,"0.00%","0.52%"
"1211","2017","Kansas","World",11243.47,10789.48,"100.00%","100.00%"
"1212","2017","Kentucky","Chemicals & Allied Industries",1454.85,9975.4,"4.71%","21.19%"
"1213","2017","Kentucky","Food and live animals",546.02,0,"1.77%","0.00%"
"1214","2017","Kentucky","Machinery /Electrical/ Transportation",17181.52,12406.78,"55.68%","26.36%"
"1215","2017","Kentucky","Metals",0,293.52,"0.00%","0.62%"
"1216","2017","Kentucky","Miscellaneous",738.44,1102.54,"2.39%","2.34%"
"1217","2017","Kentucky","Plastics / Rubbers",134.77,0,"0.44%","0.00%"
"1218","2017","Kentucky","Top 25",20055.6,23778.25,"64.99%","50.52%"
"1219","2017","Kentucky","World",30857.27,47065.21,"100.00%","100.00%"
"1220","2017","Louisiana","Chemicals & Allied Industries",1754.77,2314.36,"3.08%","6.14%"
"1221","2017","Louisiana","Food and live animals",18507.36,1064.53,"32.47%","2.82%"
"1222","2017","Louisiana","Machinery /Electrical/ Transportation",0,336.33,"0.00%","0.89%"
"1223","2017","Louisiana","Metals",0,2955.97,"0.00%","7.84%"
"1224","2017","Louisiana","Mineral Products",23914.13,21804.92,"41.95%","57.85%"
"1225","2017","Louisiana","Plastics / Rubbers",1668.36,334.27,"2.93%","0.89%"
"1226","2017","Louisiana","Top 25",45844.61,28810.35,"80.42%","76.44%"
"1227","2017","Louisiana","World",57005.31,37691.85,"100.00%","100.00%"
"1228","2017","Maine","Chemicals & Allied Industries",64.43,38.08,"2.38%","1.15%"
"1229","2017","Maine","Food and live animals",514.94,242.25,"18.99%","7.34%"
"1230","2017","Maine","Footwear / Headgear",0,146.61,"0.00%","4.44%"
"1231","2017","Maine","Machinery /Electrical/ Transportation",482.7,119.57,"17.80%","3.62%"
"1232","2017","Maine","Metals",15.59,13.17,"0.57%","0.40%"
"1233","2017","Maine","Mineral Products",235.3,363.14,"8.68%","11.01%"
"1234","2017","Maine","Miscellaneous",48.75,16.09,"1.80%","0.49%"
"1235","2017","Maine","Textiles",0,69.64,"0.00%","2.11%"
"1236","2017","Maine","Top 25",1727.39,1257,"63.70%","38.10%"
"1237","2017","Maine","Wood & Wood Products",365.67,248.45,"13.48%","7.53%"
"1238","2017","Maine","World",2711.93,3299.32,"100.00%","100.00%"
"1239","2017","Maryland","Chemicals & Allied Industries",920.05,231.22,"9.87%","0.72%"
"1240","2017","Maryland","Food and live animals",0,604.67,"0.00%","1.87%"
"1241","2017","Maryland","Machinery /Electrical/ Transportation",1544.18,12607.77,"16.57%","39.03%"
"1242","2017","Maryland","Metals",77.89,3467.73,"0.84%","10.74%"
"1243","2017","Maryland","Mineral Products",100.39,0,"1.08%","0.00%"
"1244","2017","Maryland","Miscellaneous",171.06,165.91,"1.84%","0.51%"
"1245","2017","Maryland","Plastics / Rubbers",60.37,0,"0.65%","0.00%"
"1246","2017","Maryland","Stone / Glass",191.53,309.94,"2.06%","0.96%"
"1247","2017","Maryland","Top 25",3263.11,17626.67,"35.02%","54.57%"
"1248","2017","Maryland","Wood & Wood Products",197.67,239.44,"2.12%","0.74%"
"1249","2017","Maryland","World",9317.49,32302.74,"100.00%","100.00%"
"1250","2017","Massachusetts","Chemicals & Allied Industries",1309.05,1340.55,"4.75%","3.89%"
"1251","2017","Massachusetts","Food and live animals",0,807.47,"0.00%","2.34%"
"1252","2017","Massachusetts","Footwear / Headgear",0,397.28,"0.00%","1.15%"
"1253","2017","Massachusetts","Machinery /Electrical/ Transportation",4976.09,3587.68,"18.05%","10.40%"
"1254","2017","Massachusetts","Metals",211.57,0,"0.77%","0.00%"
"1255","2017","Massachusetts","Mineral Products",0,1497.44,"0.00%","4.34%"
"1256","2017","Massachusetts","Miscellaneous",3566.49,3900.46,"12.94%","11.30%"
"1257","2017","Massachusetts","Stone / Glass",2167.34,953.12,"7.86%","2.76%"
"1258","2017","Massachusetts","Top 25",12230.56,12484.01,"44.37%","36.18%"
"1259","2017","Massachusetts","World",27565.8,34505.21,"100.00%","100.00%"
"1260","2017","Michigan","Chemicals & Allied Industries",763.77,0,"1.28%","0.00%"
"1261","2017","Michigan","Machinery /Electrical/ Transportation",26818.27,87561.83,"44.79%","62.44%"
"1262","2017","Michigan","Metals",539.96,0,"0.90%","0.00%"
"1263","2017","Michigan","Mineral Products",1312.81,2543.05,"2.19%","1.81%"
"1264","2017","Michigan","Miscellaneous",532.85,2728.36,"0.89%","1.95%"
"1265","2017","Michigan","Plastics / Rubbers",907.57,0,"1.52%","0.00%"
"1266","2017","Michigan","Stone / Glass",1112.36,0,"1.86%","0.00%"
"1267","2017","Michigan","Top 25",31987.6,92833.25,"53.43%","66.20%"
"1268","2017","Michigan","World",59870.4,140222.75,"100.00%","100.00%"
"1269","2017","Minnesota","Chemicals & Allied Industries",101.11,189.35,"0.49%","0.64%"
"1270","2017","Minnesota","Food and live animals",450,0,"2.17%","0.00%"
"1271","2017","Minnesota","Footwear / Headgear",0,185.78,"0.00%","0.63%"
"1272","2017","Minnesota","Machinery /Electrical/ Transportation",2323.14,2623.98,"11.23%","8.84%"
"1273","2017","Minnesota","Metals",0,168.68,"0.00%","0.57%"
"1274","2017","Minnesota","Mineral Products",364.03,5704.36,"1.76%","19.22%"
"1275","2017","Minnesota","Miscellaneous",2533.98,2644.61,"12.25%","8.91%"
"1276","2017","Minnesota","Plastics / Rubbers",508.34,135.8,"2.46%","0.46%"
"1277","2017","Minnesota","Textiles",0,160.95,"0.00%","0.54%"
"1278","2017","Minnesota","Top 25",6444.24,12033.55,"31.14%","40.54%"
"1279","2017","Minnesota","Wood & Wood Products",163.65,220.04,"0.79%","0.74%"
"1280","2017","Minnesota","World",20691.9,29679.57,"100.00%","100.00%"
"1281","2017","Mississippi","Chemicals & Allied Industries",791.97,371.45,"7.20%","2.48%"
"1282","2017","Mississippi","Food and live animals",81.6,153.58,"0.74%","1.02%"
"1283","2017","Mississippi","Footwear / Headgear",0,37.94,"0.00%","0.25%"
"1284","2017","Mississippi","Machinery /Electrical/ Transportation",1583.54,2146.96,"14.40%","14.32%"
"1285","2017","Mississippi","Metals",0,216.05,"0.00%","1.44%"
"1286","2017","Mississippi","Mineral Products",2890.74,2641.77,"26.29%","17.62%"
"1287","2017","Mississippi","Miscellaneous",680.94,958.13,"6.19%","6.39%"
"1288","2017","Mississippi","Textiles",471.7,213.27,"4.29%","1.42%"
"1289","2017","Mississippi","Top 25",7022.81,6739.15,"63.88%","44.96%"
"1290","2017","Mississippi","Transportation",0,0,"0.00%","0.00%"
"1291","2017","Mississippi","Wood & Wood Products",522.33,0,"4.75%","0.00%"
"1292","2017","Mississippi","World",10994.56,14989.36,"100.00%","100.00%"
"1293","2017","Missouri","Chemicals & Allied Industries",1167.23,939.7,"8.22%","4.99%"
"1294","2017","Missouri","Food and live animals",1339.31,378.06,"9.43%","2.01%"
"1295","2017","Missouri","Machinery /Electrical/ Transportation",3032.33,2054.1,"21.35%","10.91%"
"1296","2017","Missouri","Metals",199.7,1060.82,"1.41%","5.64%"
"1297","2017","Missouri","Mineral Products",256.18,737.48,"1.80%","3.92%"
"1298","2017","Missouri","Miscellaneous",227.29,406.83,"1.60%","2.16%"
"1299","2017","Missouri","Plastics / Rubbers",0,98.16,"0.00%","0.52%"
"1300","2017","Missouri","Raw Hides, Skins, Leather, & Furs",185.8,0,"1.31%","0.00%"
"1301","2017","Missouri","Top 25",6510.84,5675.16,"45.83%","30.15%"
"1302","2017","Missouri","Wood & Wood Products",102.99,0,"0.72%","0.00%"
"1303","2017","Missouri","World",14206.2,18822.79,"100.00%","100.00%"
"1304","2017","Montana","Chemicals & Allied Industries",269.48,116.39,"16.68%","2.71%"
"1305","2017","Montana","Food and live animals",432.68,36.83,"26.77%","0.86%"
"1306","2017","Montana","Machinery /Electrical/ Transportation",111.56,94.45,"6.90%","2.20%"
"1307","2017","Montana","Metals",0,24.16,"0.00%","0.56%"
"1308","2017","Montana","Mineral Products",326.01,2768.18,"20.17%","64.56%"
"1309","2017","Montana","Miscellaneous",8.52,0,"0.53%","0.00%"
"1310","2017","Montana","Stone / Glass",0,285.86,"0.00%","6.67%"
"1311","2017","Montana","Top 25",1148.26,3403.8,"71.06%","79.38%"
"1312","2017","Montana","Wood & Wood Products",0,77.93,"0.00%","1.82%"
"1313","2017","Montana","World",1616.01,4288,"100.00%","100.00%"
"1314","2017","Nebraska","Chemicals & Allied Industries",341.92,660.29,"4.74%","17.59%"
"1315","2017","Nebraska","Food and live animals",2735,79.83,"37.95%","2.13%"
"1316","2017","Nebraska","Machinery /Electrical/ Transportation",671.86,275.94,"9.32%","7.35%"
"1317","2017","Nebraska","Mineral Products",210.78,0,"2.92%","0.00%"
"1318","2017","Nebraska","Miscellaneous",138.76,59.97,"1.93%","1.60%"
"1319","2017","Nebraska","Plastics / Rubbers",53.94,56.52,"0.75%","1.51%"
"1320","2017","Nebraska","Raw Hides, Skins, Leather, & Furs",355.13,0,"4.93%","0.00%"
"1321","2017","Nebraska","Top 25",4507.42,1194.8,"62.55%","31.82%"
"1322","2017","Nebraska","Wood & Wood Products",0,62.24,"0.00%","1.66%"
"1323","2017","Nebraska","World",7206.42,3754.49,"100.00%","100.00%"
"1324","2017","Nevada","Chemicals & Allied Industries",96.45,18.82,"0.79%","0.15%"
"1325","2017","Nevada","Food and live animals",122.01,143.02,"1.00%","1.16%"
"1326","2017","Nevada","Machinery /Electrical/ Transportation",1563.37,4436.8,"12.85%","36.11%"
"1327","2017","Nevada","Mineral Products",365.44,0,"3.00%","0.00%"
"1328","2017","Nevada","Miscellaneous",812.61,575.07,"6.68%","4.68%"
"1329","2017","Nevada","Plastics / Rubbers",0,75.16,"0.00%","0.61%"
"1330","2017","Nevada","Stone / Glass",7019.98,482.09,"57.72%","3.92%"
"1331","2017","Nevada","Textiles",0,216.92,"0.00%","1.77%"
"1332","2017","Nevada","Top 25",9979.86,5947.87,"82.05%","48.40%"
"1333","2017","Nevada","World",12162.49,12288.12,"100.00%","100.00%"
"1334","2017","New Hampshire","Chemicals & Allied Industries",322.73,0,"6.27%","0.00%"
"1335","2017","New Hampshire","Food and live animals",33.09,0,"0.64%","0.00%"
"1336","2017","New Hampshire","Footwear / Headgear",0,351.35,"0.00%","3.09%"
"1337","2017","New Hampshire","Machinery /Electrical/ Transportation",1870.36,2323.3,"36.33%","20.46%"
"1338","2017","New Hampshire","Mineral Products",0,4474.87,"0.00%","39.41%"
"1339","2017","New Hampshire","Miscellaneous",141.08,291.95,"2.74%","2.57%"
"1340","2017","New Hampshire","Plastics / Rubbers",55.5,176.21,"1.08%","1.55%"
"1341","2017","New Hampshire","Stone / Glass",63.87,0,"1.24%","0.00%"
"1342","2017","New Hampshire","Textiles",0,21.37,"0.00%","0.19%"
"1343","2017","New Hampshire","Top 25",2564.5,7639.06,"49.82%","67.27%"
"1344","2017","New Hampshire","Wood & Wood Products",77.86,0,"1.51%","0.00%"
"1345","2017","New Hampshire","World",5147.88,11355.16,"100.00%","100.00%"
"1346","2017","New Jersey","Chemicals & Allied Industries",2678.26,10141.14,"7.77%","9.00%"
"1347","2017","New Jersey","Food and live animals",0,2451.09,"0.00%","2.18%"
"1348","2017","New Jersey","Machinery /Electrical/ Transportation",4207.33,7295.53,"12.20%","6.48%"
"1349","2017","New Jersey","Metals",667.69,570.1,"1.94%","0.51%"
"1350","2017","New Jersey","Mineral Products",2054.41,16164.7,"5.96%","14.35%"
"1351","2017","New Jersey","Miscellaneous",210.28,1737.18,"0.61%","1.54%"
"1352","2017","New Jersey","Raw Hides, Skins, Leather, & Furs",0,647.22,"0.00%","0.57%"
"1353","2017","New Jersey","Stone / Glass",2765.76,1156.34,"8.02%","1.03%"
"1354","2017","New Jersey","Top 25",12899.69,40163.3,"37.41%","35.66%"
"1355","2017","New Jersey","Wood & Wood Products",315.95,0,"0.92%","0.00%"
"1356","2017","New Jersey","World",34486.25,112639.85,"100.00%","100.00%"
"1357","2017","New Mexico","Chemicals & Allied Industries",96.46,121.19,"2.67%","5.32%"
"1358","2017","New Mexico","Food and live animals",96.05,154.61,"2.66%","6.79%"
"1359","2017","New Mexico","Machinery /Electrical/ Transportation",1887.1,802.77,"52.28%","35.23%"
"1360","2017","New Mexico","Metals",61.7,10.88,"1.71%","0.48%"
"1361","2017","New Mexico","Miscellaneous",351.37,44.83,"9.73%","1.97%"
"1362","2017","New Mexico","Plastics / Rubbers",72.38,89.63,"2.01%","3.93%"
"1363","2017","New Mexico","Stone / Glass",25.49,0,"0.71%","0.00%"
"1364","2017","New Mexico","Textiles",0,30.9,"0.00%","1.36%"
"1365","2017","New Mexico","Top 25",2590.54,1254.81,"71.77%","55.07%"
"1366","2017","New Mexico","World",3609.59,2278.66,"100.00%","100.00%"
"1367","2017","New York","Chemicals & Allied Industries",586.95,1663.09,"0.75%","1.31%"
"1368","2017","New York","Food and live animals",0,1664.99,"0.00%","1.31%"
"1369","2017","New York","Machinery /Electrical/ Transportation",5613.1,1637.35,"7.20%","1.29%"
"1370","2017","New York","Metals",856.63,501.92,"1.10%","0.40%"
"1371","2017","New York","Mineral Products",676.03,1783.53,"0.87%","1.41%"
"1372","2017","New York","Miscellaneous",8707.03,7496.88,"11.18%","5.92%"
"1373","2017","New York","Stone / Glass",24341.06,28945.45,"31.24%","22.86%"
"1374","2017","New York","Textiles",0,2022.17,"0.00%","1.60%"
"1375","2017","New York","Top 25",40780.81,45715.39,"52.34%","36.10%"
"1376","2017","New York","World",77914.56,126622.82,"100.00%","100.00%"
"1377","2017","North Carolina","Chemicals & Allied Industries",4159.98,1603.4,"12.75%","3.39%"
"1378","2017","North Carolina","Food and live animals",1068.36,0,"3.27%","0.00%"
"1379","2017","North Carolina","Machinery /Electrical/ Transportation",4250.4,5763.16,"13.03%","12.17%"
"1380","2017","North Carolina","Metals",172.18,0,"0.53%","0.00%"
"1381","2017","North Carolina","Miscellaneous",1059.9,667.55,"3.25%","1.41%"
"1382","2017","North Carolina","Plastics / Rubbers",0,305.45,"0.00%","0.65%"
"1383","2017","North Carolina","Textiles",563.89,3581.92,"1.73%","7.56%"
"1384","2017","North Carolina","Top 25",12047.87,11921.49,"36.93%","25.18%"
"1385","2017","North Carolina","Wood & Wood Products",773.15,0,"2.37%","0.00%"
"1386","2017","North Carolina","World",32622.5,47352.09,"100.00%","100.00%"
"1387","2017","North Dakota","Chemicals & Allied Industries",159.4,138.51,"2.73%","5.07%"
"1388","2017","North Dakota","Food and live animals",513.78,205.81,"8.80%","7.53%"
"1389","2017","North Dakota","Machinery /Electrical/ Transportation",619.66,519.28,"10.62%","19.00%"
"1390","2017","North Dakota","Metals",0,49.85,"0.00%","1.82%"
"1391","2017","North Dakota","Mineral Products",3568.38,120.37,"61.15%","4.41%"
"1392","2017","North Dakota","Plastics / Rubbers",21.32,0,"0.37%","0.00%"
"1393","2017","North Dakota","Stone / Glass",0,201.81,"0.00%","7.39%"
"1394","2017","North Dakota","Top 25",4882.52,1235.62,"83.67%","45.22%"
"1395","2017","North Dakota","World",5835.49,2732.42,"100.00%","100.00%"
"1396","2017","Ohio","Chemicals & Allied Industries",1320.23,5373.6,"2.64%","7.95%"
